"time",CL3-C.01(LPV_4BP8C3DSMSAP1),CL3-C.02(LPV_4BP8C4DSMSAP2),CL3-C.03(LPV_4BP8C3DSMSDB1),CL3-C.04(LPV_4BP8C4DSMSDB2),CL3-C.05(LPV_4BP8E1AMLERAAP1),CL3-C.06(LPV_4BP8E2AMLERAAP2),CL3-C.07(LPV_4BP8E1AMLERADB1),CL3-C.08(LPV_4BP8E2AMLERADB2),CL3-C.09(LPV_4BP8C3DSMSIMG1),CL3-C.0A(LPV_4BP8C4DSMSIMG2)
"2020/08/09 15:18",31,31,247,247,50,50,9539,9539,0,0
"2020/08/09 15:19",64,64,2556,2556,50,50,974,974,0,0
"2020/08/09 15:20",63,63,528,528,50,50,566,566,0,0
"2020/08/09 15:21",63,63,2559,2559,50,50,969,969,0,0
"2020/08/09 15:22",63,63,539,539,50,50,655,655,0,0
"2020/08/09 15:23",63,63,2564,2564,50,50,9793,9793,0,0
"2020/08/09 15:24",63,63,154,154,50,50,568,568,0,0
"2020/08/09 15:25",63,63,2938,2938,50,50,974,974,0,0
"2020/08/09 15:26",31,31,161,161,50,50,565,565,0,0
"2020/08/09 15:27",88,88,2934,2934,50,50,974,974,0,0
"2020/08/09 15:28",31,31,148,148,50,50,9400,9400,0,0
"2020/08/09 15:29",88,88,2649,2649,50,50,970,970,0,0
"2020/08/09 15:30",31,31,2368,2368,50,50,584,584,0,0
"2020/08/09 15:31",63,63,2654,2654,50,50,4616,4616,0,0
"2020/08/09 15:32",63,63,2362,2362,50,50,570,570,0,0
"2020/08/09 15:33",63,63,3311,3311,50,50,9804,9804,0,0
"2020/08/09 15:34",63,63,145,145,50,50,573,573,0,0
"2020/08/09 15:35",31,31,2931,2931,50,50,983,983,0,0
"2020/08/09 15:36",88,88,147,147,50,50,567,567,0,0
"2020/08/09 15:37",31,31,2943,2943,50,50,980,980,0,0
"2020/08/09 15:38",63,63,150,150,50,50,12504,12504,0,0
"2020/08/09 15:39",63,63,3300,3300,50,50,969,969,0,0
"2020/08/09 15:40",63,63,433,433,50,50,569,569,0,0
"2020/08/09 15:41",63,63,2652,2652,50,50,3710,3710,0,0
"2020/08/09 15:42",63,63,437,437,50,50,570,570,0,0
"2020/08/09 15:43",32,32,2650,2650,50,50,12533,12533,0,0
"2020/08/09 15:44",62,62,147,147,50,50,571,571,0,0
"2020/08/09 15:45",56,56,2938,2938,50,50,999,999,0,0
"2020/08/09 15:46",59,59,140,140,50,50,539,539,0,0
"2020/08/09 15:47",56,56,2950,2950,50,50,1036,1036,0,0
"2020/08/09 15:48",57,57,152,152,50,50,9303,9303,0,0
"2020/08/09 15:49",56,56,2626,2626,50,50,1066,1066,0,0
"2020/08/09 15:50",32,32,2250,2250,50,50,539,539,0,0
"2020/08/09 15:51",84,84,2761,2761,50,50,4635,4635,0,0
"2020/08/09 15:52",32,32,2388,2388,50,50,542,542,0,0
"2020/08/09 15:53",88,88,1479,1479,50,50,7036,7036,0,0
"2020/08/09 15:54",32,32,1345,1345,50,50,3321,3321,0,0
"2020/08/09 15:55",88,88,1752,1752,50,50,1001,1001,0,0
"2020/08/09 15:56",32,32,1340,1340,50,50,542,542,0,0
"2020/08/09 15:57",60,60,1757,1757,50,50,1001,1001,0,0
"2020/08/09 15:58",57,57,1334,1334,50,50,8586,8586,0,0
"2020/08/09 15:59",56,56,1470,1470,50,50,5406,5406,0,0
"2020/08/09 16:00",57,57,1877,1877,50,50,1675,1675,0,0
"2020/08/09 16:01",56,56,1467,1467,50,50,2408,2408,0,0
"2020/08/09 16:02",57,57,1633,1633,50,50,550,550,0,0
"2020/08/09 16:03",56,56,2132,2132,50,50,5414,5414,0,0
"2020/08/09 16:04",4,4,1336,1336,50,50,4951,4951,0,0
"2020/08/09 16:05",113,113,1758,1758,50,50,1019,1019,0,0
"2020/08/09 16:06",0,0,1333,1333,50,50,538,538,0,0
"2020/08/09 16:07",113,113,1745,1745,50,50,1002,1002,0,0
"2020/08/09 16:08",0,0,1355,1355,50,50,4954,4954,0,0
"2020/08/09 16:09",113,113,2005,2005,50,50,5404,5404,0,0
"2020/08/09 16:10",0,0,1772,1772,50,50,543,543,0,0
"2020/08/09 16:11",88,88,3237,3237,50,50,5516,5516,0,0
"2020/08/09 16:12",32,32,3673,3673,50,50,3482,3482,0,0
"2020/08/09 16:13",88,88,187,187,50,50,8087,8087,0,0
"2020/08/09 16:14",32,32,2615,2615,50,50,5012,5012,0,0
"2020/08/09 16:15",88,88,475,475,50,50,1000,1000,0,0
"2020/08/09 16:16",32,32,2616,2616,50,50,540,540,0,0
"2020/08/09 16:17",88,88,490,490,50,50,1008,1008,0,0
"2020/08/09 16:18",0,0,2615,2615,50,50,7127,7127,0,0
"2020/08/09 16:19",113,113,183,183,50,50,6875,6875,0,0
"2020/08/09 16:20",0,0,2899,2899,50,50,540,540,0,0
"2020/08/09 16:21",113,113,186,186,50,50,993,993,0,0
"2020/08/09 16:22",0,0,2911,2911,50,50,548,548,0,0
"2020/08/09 16:23",113,113,184,184,50,50,1000,1000,0,0
"2020/08/09 16:24",0,0,2613,2613,50,50,9370,9370,0,0
"2020/08/09 16:25",88,88,465,465,50,50,995,995,0,0
"2020/08/09 16:26",32,32,2616,2616,50,50,539,539,0,0
"2020/08/09 16:27",88,88,477,477,50,50,997,997,0,0
"2020/08/09 16:28",32,32,2616,2616,50,50,546,546,0,0
"2020/08/09 16:29",88,88,189,189,50,50,9825,9825,0,0
"2020/08/09 16:30",32,32,2898,2898,50,50,562,562,0,0
"2020/08/09 16:31",88,88,2112,2112,50,50,4630,4630,0,0
"2020/08/09 16:32",0,0,4837,4837,50,50,547,547,0,0
"2020/08/09 16:33",113,113,839,839,50,50,996,996,0,0
"2020/08/09 16:34",0,0,2616,2616,50,50,9373,9373,0,0
"2020/08/09 16:35",90,90,470,470,50,50,1016,1016,0,0
"2020/08/09 16:36",24,24,2612,2612,50,50,534,534,0,0
"2020/08/09 16:37",88,88,477,477,50,50,1005,1005,0,0
"2020/08/09 16:38",32,32,2612,2612,50,50,4181,4181,0,0
"2020/08/09 16:39",56,56,842,842,50,50,9780,9780,0,0
"2020/08/09 16:40",57,57,2904,2904,50,50,589,589,0,0
"2020/08/09 16:41",56,56,184,184,50,50,998,998,0,0
"2020/08/09 16:42",57,57,2910,2910,50,50,3280,3280,0,0
"2020/08/09 16:43",56,56,187,187,50,50,4825,4825,0,0
"2020/08/09 16:44",57,57,2610,2610,50,50,9299,9299,0,0
"2020/08/09 16:45",56,56,243,243,50,50,1062,1062,0,0
"2020/08/09 16:46",32,32,2849,2849,50,50,544,544,0,0
"2020/08/09 16:47",88,88,476,476,50,50,996,996,0,0
"2020/08/09 16:48",32,32,2626,2626,50,50,546,546,0,0
"2020/08/09 16:49",88,88,183,183,50,50,6009,6009,0,0
"2020/08/09 16:50",32,32,2616,2616,50,50,4343,4343,0,0
"2020/08/09 16:51",56,56,2393,2393,50,50,4632,4632,0,0
"2020/08/09 16:52",57,57,4807,4807,50,50,544,544,0,0
"2020/08/09 16:53",56,56,211,211,50,50,977,977,0,0
"2020/08/09 16:54",57,57,2591,2591,50,50,4974,4974,0,0
"2020/08/09 16:55",56,56,210,210,50,50,5379,5379,0,0
"2020/08/09 16:56",57,57,2871,2871,50,50,565,565,0,0
"2020/08/09 16:57",56,56,506,506,50,50,975,975,0,0
"2020/08/09 16:58",32,32,2592,2592,50,50,4211,4211,0,0
"2020/08/09 16:59",84,84,210,210,50,50,5381,5381,0,0
"2020/08/09 17:00",32,32,2860,2860,50,50,4992,4992,0,0
"2020/08/09 17:01",88,88,486,486,50,50,3468,3468,0,0
"2020/08/09 17:02",32,32,2889,2889,50,50,572,572,0,0
"2020/08/09 17:03",88,88,47875,47875,50,50,983,983,0,0
"2020/08/09 17:04",32,32,84880,84880,50,50,4923,4923,0,0
"2020/08/09 17:05",57,57,31372,31372,50,50,5470,5470,0,0
"2020/08/09 17:06",57,57,2807,2807,50,50,565,565,0,0
"2020/08/09 17:07",56,56,502,502,50,50,975,975,0,0
"2020/08/09 17:08",32,32,2589,2589,50,50,569,569,0,0
"2020/08/09 17:09",87,87,869,869,50,50,3136,3136,0,0
"2020/08/09 17:10",32,32,2594,2594,50,50,7238,7238,0,0
"2020/08/09 17:11",88,88,2409,2409,50,50,4607,4607,0,0
"2020/08/09 17:12",0,0,4810,4810,50,50,3308,3308,0,0
"2020/08/09 17:13",113,113,215,215,50,50,3718,3718,0,0
"2020/08/09 17:14",0,0,2585,2585,50,50,563,563,0,0
"2020/08/09 17:15",113,113,211,211,50,50,9799,9799,0,0
"2020/08/09 17:16",0,0,2882,2882,50,50,568,568,0,0
"2020/08/09 17:17",113,113,534,534,50,50,979,979,0,0
"2020/08/09 17:18",0,0,2573,2573,50,50,4206,4206,0,0
"2020/08/09 17:19",88,88,224,224,50,50,975,975,0,0
"2020/08/09 17:20",32,32,2636,2636,50,50,9393,9393,0,0
"2020/08/09 17:21",88,88,446,446,50,50,971,971,0,0
"2020/08/09 17:22",32,32,1694,1694,50,50,568,568,0,0
"2020/08/09 17:23",88,88,1400,1400,50,50,977,977,0,0
"2020/08/09 17:24",32,32,1408,1408,50,50,567,567,0,0
"2020/08/09 17:25",88,88,1420,1420,50,50,9801,9801,0,0
"2020/08/09 17:26",0,0,1684,1684,50,50,567,567,0,0
"2020/08/09 17:27",113,113,1729,1729,50,50,981,981,0,0
"2020/08/09 17:28",0,0,1402,1402,50,50,569,569,0,0
"2020/08/09 17:29",113,113,1399,1399,50,50,969,969,0,0
"2020/08/09 17:30",0,0,1301,1301,50,50,9413,9413,0,0
"2020/08/09 17:31",113,113,3713,3713,50,50,4611,4611,0,0
"2020/08/09 17:32",0,0,2344,2344,50,50,570,570,0,0
"2020/08/09 17:33",88,88,3334,3334,50,50,976,976,0,0
"2020/08/09 17:34",32,32,121,121,50,50,569,569,0,0
"2020/08/09 17:35",88,88,2677,2677,50,50,9812,9812,0,0
"2020/08/09 17:36",32,32,409,409,50,50,565,565,0,0
"2020/08/09 17:37",88,88,2972,2972,50,50,980,980,0,0
"2020/08/09 17:38",32,32,123,123,50,50,4202,4202,0,0
"2020/08/09 17:39",49,49,3415,3415,50,50,972,972,0,0
"2020/08/09 17:40",47,47,127,127,50,50,9331,9331,0,0
"2020/08/09 17:41",63,63,2960,2960,50,50,1033,1033,0,0
"2020/08/09 17:42",63,63,418,418,50,50,3306,3306,0,0
"2020/08/09 17:43",63,63,2681,2681,50,50,3717,3717,0,0
"2020/08/09 17:44",63,63,122,122,50,50,563,563,0,0
"2020/08/09 17:45",44,44,2681,2681,50,50,8803,8803,0,0
"2020/08/09 17:46",80,80,406,406,50,50,1592,1592,0,0
"2020/08/09 17:47",2,2,2978,2978,50,50,976,976,0,0
"2020/08/09 17:48",113,113,138,138,50,50,568,568,0,0
"2020/08/09 17:49",0,0,2687,2687,50,50,955,955,0,0
"2020/08/09 17:50",113,113,137,137,50,50,5002,5002,0,0
"2020/08/09 17:51",0,0,4879,4879,50,50,8989,8989,0,0
"2020/08/09 17:52",113,113,2343,2343,50,50,594,594,0,0
"2020/08/09 17:53",0,0,2681,2681,50,50,952,952,0,0
"2020/08/09 17:54",88,88,128,128,50,50,591,591,0,0
"2020/08/09 17:55",32,32,2681,2681,50,50,5296,5296,0,0
"2020/08/09 17:56",88,88,412,412,50,50,5062,5062,0,0
"2020/08/09 17:57",32,32,2967,2967,50,50,947,947,0,0
"2020/08/09 17:58",88,88,129,129,50,50,4232,4232,0,0
"2020/08/09 17:59",32,32,2675,2675,50,50,943,943,0,0
"2020/08/09 18:00",88,88,130,130,50,50,3907,3907,0,0
"2020/08/09 18:01",0,0,49233,49233,50,50,8912,8912,0,0
"2020/08/09 18:02",113,113,90811,90811,50,50,598,598,0,0
"2020/08/09 18:03",0,0,29358,29358,50,50,954,954,0,0
"2020/08/09 18:04",113,113,125,125,50,50,600,600,0,0
"2020/08/09 18:05",0,0,2681,2681,50,50,982,982,0,0
"2020/08/09 18:06",60,60,406,406,50,50,9417,9417,0,0
"2020/08/09 18:07",53,53,2973,2973,50,50,954,954,0,0
"2020/08/09 18:08",57,57,259,259,50,50,607,607,0,0
"2020/08/09 18:09",57,57,3331,3331,50,50,950,950,0,0
"2020/08/09 18:10",56,56,132,132,50,50,595,595,0,0
"2020/08/09 18:11",57,57,4893,4893,50,50,13408,13408,0,0
"2020/08/09 18:12",56,56,2353,2353,50,50,3338,3338,0,0
"2020/08/09 18:13",32,32,2685,2685,50,50,3696,3696,0,0
"2020/08/09 18:14",88,88,126,126,50,50,591,591,0,0
"2020/08/09 18:15",32,32,2675,2675,50,50,946,946,0,0
"2020/08/09 18:16",88,88,408,408,50,50,9418,9418,0,0
"2020/08/09 18:17",32,32,2976,2976,50,50,954,954,0,0
"2020/08/09 18:18",88,88,106,106,50,50,4232,4232,0,0
"2020/08/09 18:19",32,32,2699,2699,50,50,949,949,0,0
"2020/08/09 18:20",56,56,99,99,50,50,589,589,0,0
"2020/08/09 18:21",57,57,2986,2986,50,50,9615,9615,0,0
"2020/08/09 18:22",56,56,396,396,50,50,755,755,0,0
"2020/08/09 18:23",57,57,2705,2705,50,50,780,780,0,0
"2020/08/09 18:24",56,56,98,98,50,50,763,763,0,0
"2020/08/09 18:25",57,57,2701,2701,50,50,852,852,0,0
"2020/08/09 18:26",56,56,385,385,50,50,9514,9514,0,0
"2020/08/09 18:27",32,32,2991,2991,50,50,348,348,0,0
"2020/08/09 18:28",88,88,103,103,50,50,777,777,0,0
"2020/08/09 18:29",32,32,2698,2698,50,50,770,770,0,0
"2020/08/09 18:30",88,88,96,96,50,50,787,787,0,0
"2020/08/09 18:31",32,32,4915,4915,50,50,13237,13237,0,0
"2020/08/09 18:32",56,56,2315,2315,50,50,771,771,0,0
"2020/08/09 18:33",32,32,3362,3362,50,50,773,773,0,0
"2020/08/09 18:34",84,84,104,104,50,50,768,768,0,0
"2020/08/09 18:35",32,32,2711,2711,50,50,792,792,0,0
"2020/08/09 18:36",88,88,384,384,50,50,9571,9571,0,0
"2020/08/09 18:37",32,32,2996,2996,50,50,808,808,0,0
"2020/08/09 18:38",88,88,103,103,50,50,4412,4412,0,0
"2020/08/09 18:39",32,32,3355,3355,50,50,766,766,0,0
"2020/08/09 18:40",88,88,96,96,50,50,771,771,0,0
"2020/08/09 18:41",0,0,2990,2990,50,50,9517,9517,0,0
"2020/08/09 18:42",113,113,388,388,50,50,3580,3580,0,0
"2020/08/09 18:43",0,0,2707,2707,50,50,3518,3518,0,0
"2020/08/09 18:44",113,113,91,91,50,50,763,763,0,0
"2020/08/09 18:45",0,0,2668,2668,50,50,765,765,0,0
"2020/08/09 18:46",108,108,412,412,50,50,7206,7206,0,0
"2020/08/09 18:47",4,4,2974,2974,50,50,3161,3161,0,0
"2020/08/09 18:48",88,88,130,130,50,50,770,770,0,0
"2020/08/09 18:49",32,32,2678,2678,50,50,774,774,0,0
"2020/08/09 18:50",88,88,128,128,50,50,770,770,0,0
"2020/08/09 18:51",32,32,3727,3727,50,50,3545,3545,0,0
"2020/08/09 18:52",88,88,3507,3507,50,50,10461,10461,0,0
"2020/08/09 18:53",28,28,1519,1519,50,50,773,773,0,0
"2020/08/09 18:54",89,89,1288,1288,50,50,767,767,0,0
"2020/08/09 18:55",0,0,1519,1519,50,50,772,772,0,0
"2020/08/09 18:56",113,113,1570,1570,50,50,769,769,0,0
"2020/08/09 18:57",0,0,1817,1817,50,50,9147,9147,0,0
"2020/08/09 18:58",113,113,1297,1297,50,50,820,820,0,0
"2020/08/09 18:59",0,0,1514,1514,50,50,4368,4368,0,0
"2020/08/09 19:00",88,88,1283,1283,50,50,787,787,0,0
"2020/08/09 19:01",32,32,2064,2064,50,50,3269,3269,0,0
"2020/08/09 19:02",88,88,1578,1578,50,50,9599,9599,0,0
"2020/08/09 19:03",32,32,2184,2184,50,50,782,782,0,0
"2020/08/09 19:04",88,88,1286,1286,50,50,771,771,0,0
"2020/08/09 19:05",32,32,1495,1495,50,50,789,789,0,0
"2020/08/09 19:06",60,60,1595,1595,50,50,769,769,0,0
"2020/08/09 19:07",28,28,1799,1799,50,50,9152,9152,0,0
"2020/08/09 19:08",88,88,1301,1301,50,50,770,770,0,0
"2020/08/09 19:09",32,32,2051,2051,50,50,769,769,0,0
"2020/08/09 19:10",88,88,47778,47778,50,50,773,773,0,0
"2020/08/09 19:11",32,32,90938,90938,50,50,767,767,0,0
"2020/08/09 19:12",88,88,32721,32721,50,50,15520,15520,0,0
"2020/08/09 19:13",32,32,248,248,50,50,3513,3513,0,0
"2020/08/09 19:14",56,56,2564,2564,50,50,767,767,0,0
"2020/08/09 19:15",57,57,239,239,50,50,772,772,0,0
"2020/08/09 19:16",56,56,2850,2850,50,50,772,772,0,0
"2020/08/09 19:17",57,57,531,531,50,50,9147,9147,0,0
"2020/08/09 19:18",56,56,2570,2570,50,50,774,774,0,0
"2020/08/09 19:19",57,57,234,234,50,50,4408,4408,0,0
"2020/08/09 19:20",56,56,2569,2569,50,50,766,766,0,0
"2020/08/09 19:21",32,32,530,530,50,50,774,774,0,0
"2020/08/09 19:22",88,88,2859,2859,50,50,9230,9230,0,0
"2020/08/09 19:23",32,32,236,236,50,50,773,773,0,0
"2020/08/09 19:24",88,88,2560,2560,50,50,770,770,0,0
"2020/08/09 19:25",32,32,231,231,50,50,770,770,0,0
"2020/08/09 19:26",88,88,2852,2852,50,50,743,743,0,0
"2020/08/09 19:27",32,32,528,528,50,50,9172,9172,0,0
"2020/08/09 19:28",56,56,2567,2567,50,50,750,750,0,0
"2020/08/09 19:29",57,57,232,232,50,50,788,788,0,0
"2020/08/09 19:30",56,56,2562,2562,50,50,761,761,0,0
"2020/08/09 19:31",57,57,2451,2451,50,50,801,801,0,0
"2020/08/09 19:32",56,56,3039,3039,50,50,12717,12717,0,0
"2020/08/09 19:33",44,44,2633,2633,50,50,835,835,0,0
"2020/08/09 19:34",68,68,2563,2563,50,50,745,745,0,0
"2020/08/09 19:35",31,31,236,236,50,50,812,812,0,0
"2020/08/09 19:36",88,88,2850,2850,50,50,746,746,0,0
"2020/08/09 19:37",0,0,532,532,50,50,9503,9503,0,0
"2020/08/09 19:38",88,88,2565,2565,50,50,866,866,0,0
"2020/08/09 19:39",26,26,893,893,50,50,4433,4433,0,0
"2020/08/09 19:40",63,63,2563,2563,50,50,741,741,0,0
"2020/08/09 19:41",57,57,523,523,50,50,794,794,0,0
"2020/08/09 19:42",63,63,2857,2857,50,50,9301,9301,0,0
"2020/08/09 19:43",63,63,245,245,50,50,6541,6541,0,0
"2020/08/09 19:44",63,63,2574,2574,50,50,13826,13826,0,0
"2020/08/09 19:45",63,63,233,233,50,50,4347,4347,0,0
"2020/08/09 19:46",63,63,2851,2851,50,50,746,746,0,0
"2020/08/09 19:47",63,63,532,532,50,50,830,830,0,0
"2020/08/09 19:48",63,63,2568,2568,50,50,9668,9668,0,0
"2020/08/09 19:49",31,31,233,233,50,50,897,897,0,0
"2020/08/09 19:50",88,88,2563,2563,50,50,869,869,0,0
"2020/08/09 19:51",31,31,2446,2446,50,50,929,929,0,0
"2020/08/09 19:52",88,88,2856,2856,50,50,4501,4501,0,0
"2020/08/09 19:53",31,31,2164,2164,50,50,9676,9676,0,0
"2020/08/09 19:54",63,63,2564,2564,50,50,752,752,0,0
"2020/08/09 19:55",63,63,233,233,50,50,793,793,0,0
"2020/08/09 19:56",63,63,2847,2847,50,50,740,740,0,0
"2020/08/09 19:57",63,63,533,533,50,50,800,800,0,0
"2020/08/09 19:58",63,63,2567,2567,50,50,9108,9108,0,0
"2020/08/09 19:59",63,63,236,236,50,50,4442,4442,0,0
"2020/08/09 20:00",63,63,2569,2569,50,50,763,763,0,0
"2020/08/09 20:01",31,31,778,778,50,50,3288,3288,0,0
"2020/08/09 20:02",63,63,2859,2859,50,50,727,727,0,0
"2020/08/09 20:03",59,59,1085,1085,50,50,9655,9655,0,0
"2020/08/09 20:04",63,63,2564,2564,50,50,723,723,0,0
"2020/08/09 20:05",63,63,234,234,50,50,840,840,0,0
"2020/08/09 20:06",63,63,2855,2855,50,50,719,719,0,0
"2020/08/09 20:07",63,63,537,537,50,50,828,828,0,0
"2020/08/09 20:08",31,31,2563,2563,50,50,9555,9555,0,0
"2020/08/09 20:09",88,88,1075,1075,50,50,829,829,0,0
"2020/08/09 20:10",31,31,2564,2564,50,50,719,719,0,0
"2020/08/09 20:11",88,88,2443,2443,50,50,817,817,0,0
"2020/08/09 20:12",31,31,2861,2861,62,62,7102,7102,0,0
"2020/08/09 20:13",88,88,2162,2162,50,50,12386,12386,0,0
"2020/08/09 20:14",31,31,2567,2567,50,50,723,723,0,0
"2020/08/09 20:15",63,63,58147,58147,50,50,817,817,0,0
"2020/08/09 20:16",63,63,107759,107759,27,27,718,718,0,0
"2020/08/09 20:17",63,63,570,570,72,72,825,825,0,0
"2020/08/09 20:18",63,63,2574,2574,50,50,9098,9098,0,0
"2020/08/09 20:19",63,63,236,236,50,50,4461,4461,0,0
"2020/08/09 20:20",63,63,2562,2562,33,33,718,718,0,0
"2020/08/09 20:21",63,63,956,956,66,66,815,815,0,0
"2020/08/09 20:22",31,31,83799,83799,50,50,726,726,0,0
"2020/08/09 20:23",88,88,81715,81715,50,50,9196,9196,0,0
"2020/08/09 20:24",31,31,2563,2563,25,25,718,718,0,0
"2020/08/09 20:25",88,88,234,234,75,75,818,818,0,0
"2020/08/09 20:26",31,31,2823,2823,25,25,719,719,0,0
"2020/08/09 20:27",88,88,555,555,75,75,822,822,0,0
"2020/08/09 20:28",31,31,66994,66994,25,25,9541,9541,0,0
"2020/08/09 20:29",31,31,98676,98676,75,75,851,851,0,0
"2020/08/09 20:30",88,88,2549,2549,25,25,742,742,0,0
"2020/08/09 20:31",31,31,2472,2472,75,75,825,825,0,0
"2020/08/09 20:32",88,88,1668,1668,25,25,4359,4359,0,0
"2020/08/09 20:33",31,31,4003,4003,87,87,9203,9203,0,0
"2020/08/09 20:34",88,88,1379,1379,25,25,1175,1175,0,0
"2020/08/09 20:35",31,31,1416,1416,75,75,846,846,0,0
"2020/08/09 20:36",63,63,1669,1669,50,50,720,720,0,0
"2020/08/09 20:37",63,63,1714,1714,50,50,819,819,0,0
"2020/08/09 20:38",63,63,1379,1379,25,25,2660,2660,0,0
"2020/08/09 20:39",63,63,2079,2079,50,50,11389,11389,0,0
"2020/08/09 20:40",63,63,1382,1382,50,50,720,720,0,0
"2020/08/09 20:41",63,63,1710,1710,50,50,820,820,0,0
"2020/08/09 20:42",63,63,1670,1670,50,50,3458,3458,0,0
"2020/08/09 20:43",31,31,1429,1429,50,50,2521,2521,0,0
"2020/08/09 20:44",88,88,1382,1382,50,50,10593,10593,0,0
"2020/08/09 20:45",31,31,1421,1421,50,50,818,818,0,0
"2020/08/09 20:46",88,88,1663,1663,50,50,729,729,0,0
"2020/08/09 20:47",31,31,1721,1721,50,50,12331,12331,0,0
"2020/08/09 20:48",63,63,1388,1388,75,75,727,727,0,0
"2020/08/09 20:49",59,59,1418,1418,25,25,9645,9645,0,0
"2020/08/09 20:50",75,75,1378,1378,50,50,717,717,0,0
"2020/08/09 20:51",63,63,3630,3630,50,50,818,818,0,0
"2020/08/09 20:52",75,75,1679,1679,71,71,4363,4363,0,0
"2020/08/09 20:53",63,63,3367,3367,29,29,826,826,0,0
"2020/08/09 20:54",63,63,1970,1970,75,75,9551,9551,0,0
"2020/08/09 20:55",63,63,1418,1418,25,25,821,821,0,0
"2020/08/09 20:56",63,63,1659,1659,50,50,713,713,0,0
"2020/08/09 20:57",31,31,1715,1715,50,50,823,823,0,0
"2020/08/09 20:58",83,83,1384,1384,50,50,725,725,0,0
"2020/08/09 20:59",35,35,1419,1419,50,50,12831,12831,0,0
"2020/08/09 21:00",63,63,1634,1634,50,50,3236,3236,0,0
"2020/08/09 21:01",63,63,1711,1711,50,50,821,821,0,0
"2020/08/09 21:02",50,50,1650,1650,50,50,729,729,0,0
"2020/08/09 21:03",75,75,2113,2113,50,50,829,829,0,0
"2020/08/09 21:04",31,31,1353,1353,50,50,9099,9099,0,0
"2020/08/09 21:05",88,88,1448,1448,50,50,841,841,0,0
"2020/08/09 21:06",31,31,1637,1637,50,50,719,719,0,0
"2020/08/09 21:07",88,88,1738,1738,50,50,826,826,0,0
"2020/08/09 21:08",31,31,637,637,50,50,720,720,0,0
"2020/08/09 21:09",88,88,2815,2815,50,50,9194,9194,0,0
"2020/08/09 21:10",31,31,1350,1350,50,50,721,721,0,0
"2020/08/09 21:11",63,63,3662,3662,50,50,819,819,0,0
"2020/08/09 21:12",63,63,1674,1674,50,50,8178,8178,0,0
"2020/08/09 21:13",63,63,3376,3376,50,50,852,852,0,0
"2020/08/09 21:14",63,63,1358,1358,63,63,11835,11835,0,0
"2020/08/09 21:15",63,63,1460,1460,37,37,823,823,0,0
"2020/08/09 21:16",31,31,516,516,50,50,720,720,0,0
"2020/08/09 21:17",88,88,2905,2905,25,25,829,829,0,0
"2020/08/09 21:18",34,34,199,199,75,75,724,724,0,0
"2020/08/09 21:19",88,88,2609,2609,25,25,13289,13289,0,0
"2020/08/09 21:20",31,31,183,183,75,75,713,713,0,0
"2020/08/09 21:21",77,77,2891,2891,25,25,822,822,0,0
"2020/08/09 21:22",41,41,486,486,75,75,726,726,0,0
"2020/08/09 21:23",63,63,2602,2602,25,25,818,818,0,0
"2020/08/09 21:24",63,63,190,190,75,75,8971,8971,0,0
"2020/08/09 21:25",63,63,2602,2602,25,25,943,943,0,0
"2020/08/09 21:26",63,63,472,472,75,75,718,718,0,0
"2020/08/09 21:27",63,63,2932,2932,25,25,821,821,0,0
"2020/08/09 21:28",63,63,192,192,75,75,726,726,0,0
"2020/08/09 21:29",63,63,2605,2605,25,25,4570,4570,0,0
"2020/08/09 21:30",31,31,190,190,75,75,5350,5350,0,0
"2020/08/09 21:31",79,79,4814,4814,25,25,794,794,0,0
"2020/08/09 21:32",40,40,479,479,75,75,4382,4382,0,0
"2020/08/09 21:33",63,63,5193,5193,25,25,800,800,0,0
"2020/08/09 21:34",63,63,187,187,75,75,744,744,0,0
"2020/08/09 21:35",48,48,2602,2602,25,25,9188,9188,0,0
"2020/08/09 21:36",75,75,474,474,75,75,745,745,0,0
"2020/08/09 21:37",31,31,2898,2898,25,25,807,807,0,0
"2020/08/09 21:38",88,88,199,199,75,75,3062,3062,0,0
"2020/08/09 21:39",31,31,3343,3343,25,25,8404,8404,0,0
"2020/08/09 21:40",88,88,186,186,75,75,17056,17056,0,0
"2020/08/09 21:41",2,2,2886,2886,25,25,11106,11106,0,0
"2020/08/09 21:42",88,88,485,485,75,75,3489,3489,0,0
"2020/08/09 21:43",27,27,2603,2603,25,25,797,797,0,0
"2020/08/09 21:44",88,88,188,188,75,75,4565,4565,0,0
"2020/08/09 21:45",32,32,2607,2607,25,25,9173,9173,0,0
"2020/08/09 21:46",88,88,476,476,75,75,833,833,0,0
"2020/08/09 21:47",32,32,2897,2897,25,25,917,917,0,0
"2020/08/09 21:48",88,88,198,198,75,75,883,883,0,0
"2020/08/09 21:49",0,0,2601,2601,25,25,921,921,0,0
"2020/08/09 21:50",113,113,192,192,75,75,9633,9633,0,0
"2020/08/09 21:51",0,0,4818,4818,25,25,821,821,0,0
"2020/08/09 21:52",113,113,487,487,75,75,4387,4387,0,0
"2020/08/09 21:53",0,0,4537,4537,25,25,796,796,0,0
"2020/08/09 21:54",113,113,194,194,75,75,744,744,0,0
"2020/08/09 21:55",0,0,2603,2603,25,25,9170,9170,0,0
"2020/08/09 21:56",88,88,471,471,75,75,740,740,0,0
"2020/08/09 21:57",32,32,2876,2876,25,25,798,798,0,0
"2020/08/09 21:58",88,88,215,215,75,75,747,747,0,0
