"time",CL3-C.01(LPV_4BP8C3DSMSAP1),CL3-C.02(LPV_4BP8C4DSMSAP2),CL3-C.03(LPV_4BP8C3DSMSDB1),CL3-C.04(LPV_4BP8C4DSMSDB2),CL3-C.05(LPV_4BP8E1AMLERAAP1),CL3-C.06(LPV_4BP8E2AMLERAAP2),CL3-C.07(LPV_4BP8E1AMLERADB1),CL3-C.08(LPV_4BP8E2AMLERADB2),CL3-C.09(LPV_4BP8C3DSMSIMG1),CL3-C.0A(LPV_4BP8C4DSMSIMG2)
"2020/08/09 08:42",0,0,308,308,75,75,1278,1278,0,0
"2020/08/09 08:43",113,113,2496,2496,25,25,725,725,0,0
"2020/08/09 08:44",0,0,300,300,75,75,819,819,0,0
"2020/08/09 08:45",113,113,2780,2780,25,25,721,721,0,0
"2020/08/09 08:46",0,0,589,589,75,75,9649,9649,0,0
"2020/08/09 08:47",88,88,2505,2505,25,25,718,718,0,0
"2020/08/09 08:48",32,32,309,309,75,75,823,823,0,0
"2020/08/09 08:49",88,88,2491,2491,25,25,722,722,0,0
"2020/08/09 08:50",44,44,2512,2512,75,75,4454,4454,0,0
"2020/08/09 08:51",60,60,4703,4703,25,25,9546,9546,0,0
"2020/08/09 08:52",69,69,312,312,75,75,823,823,0,0
"2020/08/09 08:53",56,56,2507,2507,25,25,723,723,0,0
"2020/08/09 08:54",32,32,887,887,75,75,816,816,0,0
"2020/08/09 08:55",88,88,2778,2778,25,25,720,720,0,0
"2020/08/09 08:56",32,32,584,584,75,75,9584,9584,0,0
"2020/08/09 08:57",88,88,2505,2505,25,25,4418,4418,0,0
"2020/08/09 08:58",32,32,299,299,75,75,827,827,0,0
"2020/08/09 08:59",88,88,2510,2510,25,25,718,718,0,0
"2020/08/09 09:00",33,33,597,597,75,75,3337,3337,0,0
"2020/08/09 09:01",56,56,3042,3042,26,26,9340,9340,0,0
"2020/08/09 09:02",57,57,974,974,75,75,1045,1045,0,0
"2020/08/09 09:03",57,57,2501,2501,25,25,726,726,0,0
"2020/08/09 09:04",57,57,302,302,75,75,824,824,0,0
"2020/08/09 09:05",56,56,2782,2782,25,25,739,739,0,0
"2020/08/09 09:06",32,32,591,591,75,75,5163,5163,0,0
"2020/08/09 09:07",88,88,2502,2502,25,25,5196,5196,0,0
"2020/08/09 09:08",32,32,302,302,75,75,823,823,0,0
"2020/08/09 09:09",88,88,3149,3149,25,25,718,718,0,0
"2020/08/09 09:10",32,32,2513,2513,75,75,7196,7196,0,0
"2020/08/09 09:11",88,88,4703,4703,25,25,3542,3542,0,0
"2020/08/09 09:12",32,32,355,355,75,75,9564,9564,0,0
"2020/08/09 09:13",88,88,2492,2492,25,25,752,752,0,0
"2020/08/09 09:14",32,32,302,302,75,75,818,818,0,0
"2020/08/09 09:15",56,56,2782,2782,25,25,721,721,0,0
"2020/08/09 09:16",57,57,618,618,75,75,819,819,0,0
"2020/08/09 09:17",56,56,2512,2512,25,25,13188,13188,0,0
"2020/08/09 09:18",57,57,304,304,75,75,822,822,0,0
"2020/08/09 09:19",57,57,2489,2489,25,25,723,723,0,0
"2020/08/09 09:20",3,3,589,589,75,75,819,819,0,0
"2020/08/09 09:21",113,113,2776,2776,25,25,715,715,0,0
"2020/08/09 09:22",0,0,332,332,75,75,9656,9656,0,0
"2020/08/09 09:23",113,113,2493,2493,25,25,726,726,0,0
"2020/08/09 09:24",0,0,299,299,75,75,823,823,0,0
"2020/08/09 09:25",113,113,2779,2779,25,25,723,723,0,0
"2020/08/09 09:26",0,0,593,593,75,75,820,820,0,0
"2020/08/09 09:27",88,88,2532,2532,25,25,9542,9542,0,0
"2020/08/09 09:28",28,28,302,302,75,75,826,826,0,0
"2020/08/09 09:29",88,88,2496,2496,25,25,718,718,0,0
"2020/08/09 09:30",32,32,2514,2514,75,75,4475,4475,0,0
"2020/08/09 09:31",88,88,4701,4701,25,25,722,722,0,0
"2020/08/09 09:32",32,32,315,315,75,75,9647,9647,0,0
"2020/08/09 09:33",88,88,3118,3118,25,25,724,724,0,0
"2020/08/09 09:34",0,0,324,324,75,75,822,822,0,0
"2020/08/09 09:35",113,113,1594,1594,25,25,733,733,0,0
"2020/08/09 09:36",0,0,1779,1779,75,75,820,820,0,0
"2020/08/09 09:37",113,113,1322,1322,25,25,13190,13190,0,0
"2020/08/09 09:38",0,0,1397,1397,75,75,819,819,0,0
"2020/08/09 09:39",100,100,2137,2137,25,25,720,720,0,0
"2020/08/09 09:40",12,12,1684,1684,75,75,1925,1925,0,0
"2020/08/09 09:41",88,88,1689,1689,25,25,2357,2357,0,0
"2020/08/09 09:42",32,32,1403,1403,75,75,12386,12386,0,0
"2020/08/09 09:43",88,88,1405,1405,25,25,726,726,0,0
"2020/08/09 09:44",32,32,1403,1403,75,75,818,818,0,0
"2020/08/09 09:45",88,88,1697,1697,25,25,717,717,0,0
"2020/08/09 09:46",32,32,1689,1689,75,75,826,826,0,0
"2020/08/09 09:47",88,88,1419,1419,25,25,9507,9507,0,0
"2020/08/09 09:48",0,0,1400,1400,75,75,863,863,0,0
"2020/08/09 09:49",113,113,1404,1404,25,25,722,722,0,0
"2020/08/09 09:50",0,0,3612,3612,75,75,20846,20846,0,0
"2020/08/09 09:51",113,113,3551,3551,25,25,11595,11595,0,0
"2020/08/09 09:52",0,0,1474,1474,75,75,9635,9635,0,0
"2020/08/09 09:53",88,88,1406,1406,25,25,896,896,0,0
"2020/08/09 09:54",32,32,1401,1401,75,75,947,947,0,0
"2020/08/09 09:55",56,56,1688,1688,25,25,848,848,0,0
"2020/08/09 09:56",57,57,1686,1686,75,75,930,930,0,0
"2020/08/09 09:57",56,56,1413,1413,25,25,9334,9334,0,0
"2020/08/09 09:58",57,57,1398,1398,75,75,4797,4797,0,0
"2020/08/09 09:59",31,31,1407,1407,25,25,800,800,0,0
"2020/08/09 10:00",83,83,1686,1686,75,75,3336,3336,0,0
"2020/08/09 10:01",32,32,1947,1947,25,25,722,722,0,0
"2020/08/09 10:02",61,61,1416,1416,75,75,5230,5230,0,0
"2020/08/09 10:03",63,63,2245,2245,25,25,5140,5140,0,0
"2020/08/09 10:04",61,61,1401,1401,75,75,837,837,0,0
"2020/08/09 10:05",63,63,1691,1691,25,25,736,736,0,0
"2020/08/09 10:06",63,63,1683,1683,75,75,820,820,0,0
"2020/08/09 10:07",31,31,1441,1441,25,25,5071,5071,0,0
"2020/08/09 10:08",88,88,1414,1414,75,75,5303,5303,0,0
"2020/08/09 10:09",31,31,2247,2247,25,25,727,727,0,0
"2020/08/09 10:10",88,88,3609,3609,75,75,4459,4459,0,0
"2020/08/09 10:11",31,31,1834,1834,25,25,3457,3457,0,0
"2020/08/09 10:12",88,88,3189,3189,75,75,5987,5987,0,0
"2020/08/09 10:13",31,31,1401,1401,25,25,7132,7132,0,0
"2020/08/09 10:14",63,63,1401,1401,75,75,819,819,0,0
"2020/08/09 10:15",63,63,1690,1690,25,25,719,719,0,0
"2020/08/09 10:16",63,63,1678,1678,75,75,814,814,0,0
"2020/08/09 10:17",63,63,1423,1423,25,25,4364,4364,0,0
"2020/08/09 10:18",63,63,1399,1399,75,75,9625,9625,0,0
"2020/08/09 10:19",63,63,1403,1403,25,25,746,746,0,0
"2020/08/09 10:20",63,63,1685,1685,75,75,794,794,0,0
"2020/08/09 10:21",47,47,1693,1693,25,25,744,744,0,0
"2020/08/09 10:22",75,75,1404,1404,75,75,797,797,0,0
"2020/08/09 10:23",31,31,1404,1404,25,25,9576,9576,0,0
"2020/08/09 10:24",88,88,1394,1394,75,75,795,795,0,0
"2020/08/09 10:25",32,32,1688,1688,25,25,775,775,0,0
"2020/08/09 10:26",75,75,1685,1685,75,75,792,792,0,0
"2020/08/09 10:27",43,43,50525,50525,25,25,744,744,0,0
"2020/08/09 10:28",31,31,61310,61310,75,75,9626,9626,0,0
"2020/08/09 10:29",88,88,11015,11015,25,25,743,743,0,0
"2020/08/09 10:30",31,31,3611,3611,75,75,4449,4449,0,0
"2020/08/09 10:31",88,88,1706,1706,25,25,747,747,0,0
"2020/08/09 10:32",31,31,3340,3340,75,75,800,800,0,0
"2020/08/09 10:33",88,88,2054,2054,25,25,9574,9574,0,0
"2020/08/09 10:34",31,31,1401,1401,75,75,798,798,0,0
"2020/08/09 10:35",63,63,1692,1692,25,25,759,759,0,0
"2020/08/09 10:36",63,63,1682,1682,75,75,794,794,0,0
"2020/08/09 10:37",63,63,1417,1417,25,25,4391,4391,0,0
"2020/08/09 10:38",63,63,1395,1395,75,75,9619,9619,0,0
"2020/08/09 10:39",63,63,2061,2061,25,25,743,743,0,0
"2020/08/09 10:40",63,63,1684,1684,75,75,795,795,0,0
"2020/08/09 10:41",63,63,1688,1688,25,25,3490,3490,0,0
"2020/08/09 10:42",31,31,1409,1409,75,75,3508,3508,0,0
"2020/08/09 10:43",88,88,1406,1406,25,25,9603,9603,0,0
"2020/08/09 10:44",31,31,1402,1402,75,75,769,769,0,0
"2020/08/09 10:45",88,88,1691,1691,25,25,767,767,0,0
"2020/08/09 10:46",31,31,1684,1684,75,75,772,772,0,0
"2020/08/09 10:47",88,88,1424,1424,25,25,774,774,0,0
"2020/08/09 10:48",31,31,1396,1396,75,75,9539,9539,0,0
"2020/08/09 10:49",63,63,1400,1400,25,25,828,828,0,0
"2020/08/09 10:50",63,63,3607,3607,75,75,4405,4405,0,0
"2020/08/09 10:51",63,63,1684,1684,25,25,315,315,0,0
"2020/08/09 10:52",63,63,3336,3336,75,75,1228,1228,0,0
"2020/08/09 10:53",54,54,1400,1400,25,25,8827,8827,0,0
"2020/08/09 10:54",69,69,1411,1411,75,75,1554,1554,0,0
"2020/08/09 10:55",31,31,1694,1694,25,25,324,324,0,0
"2020/08/09 10:56",63,63,1685,1685,75,75,1223,1223,0,0
"2020/08/09 10:57",63,63,1414,1414,25,25,3954,3954,0,0
"2020/08/09 10:58",63,63,1397,1397,75,75,5659,5659,0,0
"2020/08/09 10:59",63,63,1410,1410,25,25,4702,4702,0,0
"2020/08/09 11:00",63,63,1685,1685,75,75,3741,3741,0,0
"2020/08/09 11:01",63,63,1943,1943,25,25,320,320,0,0
"2020/08/09 11:02",63,63,1417,1417,75,75,1207,1207,0,0
"2020/08/09 11:03",31,31,2063,2063,25,25,4750,4750,0,0
"2020/08/09 11:04",88,88,1399,1399,75,75,5609,5609,0,0
"2020/08/09 11:05",31,31,1695,1695,25,25,370,370,0,0
"2020/08/09 11:06",88,88,1684,1684,75,75,1170,1170,0,0
"2020/08/09 11:07",31,31,1304,1304,25,25,371,371,0,0
"2020/08/09 11:08",88,88,1482,1482,75,75,5574,5574,0,0
"2020/08/09 11:09",31,31,1789,1789,25,25,4785,4785,0,0
"2020/08/09 11:10",63,63,3875,3875,75,75,4860,4860,0,0
"2020/08/09 11:11",67,67,431,431,25,25,4133,4133,0,0
"2020/08/09 11:12",63,63,3430,3430,75,75,3913,3913,0,0
"2020/08/09 11:13",63,63,1316,1316,25,25,2960,2960,0,0
"2020/08/09 11:14",63,63,1495,1495,75,75,7414,7414,0,0
"2020/08/09 11:15",63,63,1599,1599,25,25,370,370,0,0
"2020/08/09 11:16",63,63,1779,1779,75,75,1175,1175,0,0
"2020/08/09 11:17",31,31,1345,1345,25,25,4009,4009,0,0
"2020/08/09 11:18",88,88,1489,1489,75,75,1174,1174,0,0
"2020/08/09 11:19",31,31,1307,1307,25,25,9202,9202,0,0
"2020/08/09 11:20",88,88,1778,1778,75,75,1197,1197,0,0
"2020/08/09 11:21",31,31,1589,1589,25,25,337,337,0,0
"2020/08/09 11:22",63,63,1503,1503,75,75,1256,1256,0,0
"2020/08/09 11:23",59,59,1307,1307,26,26,370,370,0,0
"2020/08/09 11:24",31,31,1491,1491,75,75,9997,9997,0,0
"2020/08/09 11:25",88,88,1600,1600,25,25,372,372,0,0
"2020/08/09 11:26",31,31,1776,1776,75,75,1165,1165,0,0
"2020/08/09 11:27",88,88,1317,1317,25,25,371,371,0,0
"2020/08/09 11:28",31,31,1493,1493,75,75,1178,1178,0,0
"2020/08/09 11:29",88,88,1310,1310,25,25,9190,9190,0,0
"2020/08/09 11:30",31,31,3709,3709,75,75,4829,4829,0,0
"2020/08/09 11:31",63,63,1593,1593,25,25,368,368,0,0
"2020/08/09 11:32",63,63,3432,3432,75,75,1181,1181,0,0
"2020/08/09 11:33",63,63,1972,1972,25,25,373,373,0,0
"2020/08/09 11:34",63,63,1490,1490,75,75,10004,10004,0,0
"2020/08/09 11:35",63,63,1603,1603,25,25,384,384,0,0
"2020/08/09 11:36",63,63,1777,1777,75,75,1168,1168,0,0
"2020/08/09 11:37",63,63,1327,1327,25,25,6699,6699,0,0
"2020/08/09 11:38",31,31,1491,1491,75,75,561,561,0,0
"2020/08/09 11:39",88,88,1971,1971,25,25,9804,9804,0,0
"2020/08/09 11:40",31,31,1783,1783,52,52,595,595,0,0
"2020/08/09 11:41",88,88,1604,1604,48,48,3682,3682,0,0
"2020/08/09 11:42",31,31,1506,1506,50,50,5003,5003,0,0
"2020/08/09 11:43",88,88,1308,1308,50,50,4339,4339,0,0
"2020/08/09 11:44",31,31,1494,1494,50,50,16717,16717,0,0
"2020/08/09 11:45",63,63,1597,1597,50,50,1290,1290,0,0
"2020/08/09 11:46",63,63,1772,1772,50,50,541,541,0,0
"2020/08/09 11:47",63,63,1321,1321,50,50,1029,1029,0,0
"2020/08/09 11:48",63,63,1495,1495,50,50,545,545,0,0
"2020/08/09 11:49",63,63,1307,1307,50,50,9828,9828,0,0
"2020/08/09 11:50",31,31,3702,3702,50,50,4338,4338,0,0
"2020/08/09 11:51",63,63,1594,1594,50,50,5856,5856,0,0
"2020/08/09 11:52",63,63,3429,3429,50,50,6574,6574,0,0
"2020/08/09 11:53",63,63,1315,1315,50,50,1105,1105,0,0
"2020/08/09 11:54",63,63,1491,1491,50,50,6522,6522,0,0
"2020/08/09 11:55",63,63,1591,1591,50,50,3847,3847,0,0
"2020/08/09 11:56",63,63,1777,1777,50,50,541,541,0,0
"2020/08/09 11:57",31,31,1320,1320,50,50,4637,4637,0,0
"2020/08/09 11:58",59,59,1490,1490,50,50,545,545,0,0
"2020/08/09 11:59",56,56,1316,1316,50,50,5406,5406,0,0
"2020/08/09 12:00",61,61,2035,2035,50,50,7385,7385,0,0
"2020/08/09 12:01",56,56,1599,1599,50,50,1002,1002,0,0
"2020/08/09 12:02",32,32,1505,1505,50,50,545,545,0,0
"2020/08/09 12:03",83,83,1976,1976,50,50,1006,1006,0,0
"2020/08/09 12:04",32,32,1503,1503,50,50,4941,4941,0,0
"2020/08/09 12:05",88,88,1596,1596,50,50,5448,5448,0,0
"2020/08/09 12:06",32,32,1778,1778,50,50,541,541,0,0
"2020/08/09 12:07",88,88,1325,1325,50,50,1004,1004,0,0
"2020/08/09 12:08",32,32,1495,1495,50,50,547,547,0,0
"2020/08/09 12:09",88,88,1964,1964,50,50,5341,5341,0,0
"2020/08/09 12:10",32,32,7056,7056,50,50,8651,8651,0,0
"2020/08/09 12:11",56,56,15591,15591,50,50,3736,3736,0,0
"2020/08/09 12:12",57,57,3427,3427,50,50,3279,3279,0,0
"2020/08/09 12:13",56,56,1312,1312,50,50,1001,1001,0,0
"2020/08/09 12:14",57,57,1492,1492,50,50,1228,1228,0,0
"2020/08/09 12:15",56,56,1602,1602,50,50,9141,9141,0,0
"2020/08/09 12:16",4,4,1802,1802,50,50,539,539,0,0
"2020/08/09 12:17",113,113,1328,1328,50,50,4641,4641,0,0
"2020/08/09 12:18",0,0,1496,1496,50,50,544,544,0,0
"2020/08/09 12:19",113,113,1310,1310,50,50,1000,1000,0,0
"2020/08/09 12:20",1,1,1781,1781,50,50,9370,9370,0,0
"2020/08/09 12:21",113,113,1595,1595,50,50,995,995,0,0
"2020/08/09 12:22",1,1,1503,1503,50,50,547,547,0,0
"2020/08/09 12:23",88,88,1307,1307,50,50,999,999,0,0
"2020/08/09 12:24",33,33,1493,1493,50,50,540,540,0,0
"2020/08/09 12:25",88,88,1594,1594,50,50,9804,9804,0,0
"2020/08/09 12:26",32,32,1794,1794,50,50,562,562,0,0
"2020/08/09 12:27",88,88,1326,1326,50,50,978,978,0,0
"2020/08/09 12:28",32,32,1484,1484,50,50,575,575,0,0
"2020/08/09 12:29",88,88,1315,1315,50,50,973,973,0,0
"2020/08/09 12:30",0,0,3702,3702,50,50,13046,13046,0,0
"2020/08/09 12:31",113,113,1594,1594,50,50,974,974,0,0
"2020/08/09 12:32",0,0,3431,3431,50,50,569,569,0,0
"2020/08/09 12:33",113,113,1966,1966,50,50,975,975,0,0
"2020/08/09 12:34",0,0,1490,1490,50,50,568,568,0,0
"2020/08/09 12:35",105,105,1594,1594,50,50,9814,9814,0,0
"2020/08/09 12:36",9,9,1778,1778,50,50,566,566,0,0
"2020/08/09 12:37",88,88,1318,1318,50,50,4616,4616,0,0
"2020/08/09 12:38",32,32,1492,1492,50,50,567,567,0,0
"2020/08/09 12:39",88,88,1963,1963,50,50,966,966,0,0
"2020/08/09 12:40",32,32,1780,1780,50,50,9400,9400,0,0
"2020/08/09 12:41",88,88,1596,1596,50,50,3706,3706,0,0
"2020/08/09 12:42",32,32,1508,1508,50,50,3309,3309,0,0
"2020/08/09 12:43",88,88,1309,1309,50,50,975,975,0,0
"2020/08/09 12:44",0,0,1498,1498,50,50,565,565,0,0
"2020/08/09 12:45",113,113,1601,1601,50,50,9767,9767,0,0
"2020/08/09 12:46",0,0,1778,1778,50,50,603,603,0,0
"2020/08/09 12:47",92,92,1331,1331,50,50,976,976,0,0
"2020/08/09 12:48",22,22,1493,1493,50,50,569,569,0,0
"2020/08/09 12:49",88,88,1312,1312,50,50,975,975,0,0
"2020/08/09 12:50",32,32,3715,3715,50,50,12974,12974,0,0
"2020/08/09 12:51",56,56,1586,1586,50,50,1028,1028,0,0
"2020/08/09 12:52",57,57,3431,3431,50,50,574,574,0,0
"2020/08/09 12:53",56,56,1312,1312,50,50,974,974,0,0
"2020/08/09 12:54",58,58,1491,1491,50,50,564,564,0,0
"2020/08/09 12:55",56,56,1570,1570,50,50,6992,6992,0,0
"2020/08/09 12:56",57,57,1804,1804,50,50,3362,3362,0,0
"2020/08/09 12:57",56,56,132,132,50,50,4611,4611,0,0
"2020/08/09 12:58",32,32,2675,2675,50,50,572,572,0,0
"2020/08/09 12:59",88,88,128,128,50,50,973,973,0,0
"2020/08/09 13:00",32,32,3208,3208,50,50,7387,7387,0,0
"2020/08/09 13:01",88,88,418,418,50,50,5404,5404,0,0
"2020/08/09 13:02",32,32,2689,2689,50,50,576,576,0,0
"2020/08/09 13:03",56,56,781,781,50,50,976,976,0,0
"2020/08/09 13:04",57,57,2681,2681,50,50,576,576,0,0
"2020/08/09 13:05",56,56,411,411,50,50,5402,5402,0,0
"2020/08/09 13:06",57,57,2959,2959,50,50,4972,4972,0,0
"2020/08/09 13:07",56,56,134,134,50,50,978,978,0,0
"2020/08/09 13:08",57,57,2674,2674,50,50,566,566,0,0
"2020/08/09 13:09",56,56,782,782,50,50,975,975,0,0
"2020/08/09 13:10",32,32,4880,4880,50,50,8552,8552,0,0
"2020/08/09 13:11",83,83,406,406,25,25,8172,8172,0,0
"2020/08/09 13:12",4,4,4625,4625,75,75,3309,3309,0,0
"2020/08/09 13:13",113,113,132,132,25,25,981,981,0,0
"2020/08/09 13:14",1,1,2678,2678,75,75,565,565,0,0
"2020/08/09 13:15",113,113,408,408,25,25,4410,4410,0,0
"2020/08/09 13:16",0,0,2992,2992,75,75,5955,5955,0,0
"2020/08/09 13:17",88,88,135,135,25,25,4611,4611,0,0
"2020/08/09 13:18",32,32,2674,2674,75,75,570,570,0,0
"2020/08/09 13:19",88,88,122,122,25,25,951,951,0,0
"2020/08/09 13:20",32,32,2961,2961,75,75,637,637,0,0
"2020/08/09 13:21",88,88,402,402,25,25,9725,9725,0,0
"2020/08/09 13:22",32,32,2689,2689,75,75,599,599,0,0
"2020/08/09 13:23",88,88,118,118,25,25,948,948,0,0
"2020/08/09 13:24",0,0,2593,2593,75,75,589,589,0,0
"2020/08/09 13:25",113,113,482,482,25,25,950,950,0,0
"2020/08/09 13:26",0,0,2905,2905,75,75,9418,9418,0,0
"2020/08/09 13:27",113,113,219,219,25,25,946,946,0,0
"2020/08/09 13:28",0,0,1393,1393,75,75,595,595,0,0
"2020/08/09 13:29",88,88,1404,1404,25,25,946,946,0,0
"2020/08/09 13:30",32,32,3612,3612,75,75,4247,4247,0,0
"2020/08/09 13:31",88,88,1689,1689,25,25,9778,9778,0,0
"2020/08/09 13:32",32,32,3333,3333,75,75,593,593,0,0
"2020/08/09 13:33",88,88,2063,2063,25,25,950,950,0,0
"2020/08/09 13:34",32,32,1397,1397,75,75,595,595,0,0
"2020/08/09 13:35",88,88,1694,1694,25,25,960,960,0,0
"2020/08/09 13:36",0,0,1695,1695,75,75,9420,9420,0,0
"2020/08/09 13:37",113,113,1411,1411,25,25,4591,4591,0,0
"2020/08/09 13:38",0,0,1408,1408,75,75,603,603,0,0
"2020/08/09 13:39",88,88,2131,2131,25,25,941,941,0,0
"2020/08/09 13:40",32,32,1691,1691,75,75,595,595,0,0
"2020/08/09 13:41",88,88,1684,1684,25,25,12506,12506,0,0
"2020/08/09 13:42",32,32,1410,1410,75,75,3334,3334,0,0
"2020/08/09 13:43",56,56,1399,1399,25,25,955,955,0,0
"2020/08/09 13:44",57,57,1396,1396,75,75,587,587,0,0
"2020/08/09 13:45",56,56,1662,1662,25,25,950,950,0,0
"2020/08/09 13:46",57,57,1707,1707,75,75,9361,9361,0,0
"2020/08/09 13:47",31,31,1382,1382,25,25,997,997,0,0
"2020/08/09 13:48",86,86,1435,1435,75,75,594,594,0,0
"2020/08/09 13:49",31,31,1370,1370,25,25,953,953,0,0
"2020/08/09 13:50",61,61,3637,3637,75,75,1634,1634,0,0
"2020/08/09 13:51",63,63,1664,1664,26,26,12297,12297,0,0
"2020/08/09 13:52",63,63,3362,3362,75,75,666,666,0,0
"2020/08/09 13:53",63,63,1377,1377,25,25,947,947,0,0
"2020/08/09 13:54",63,63,1426,1426,50,50,590,590,0,0
"2020/08/09 13:55",63,63,1666,1666,50,50,950,950,0,0
"2020/08/09 13:56",63,63,1709,1709,50,50,4993,4993,0,0
"2020/08/09 13:57",31,31,1388,1388,50,50,7296,7296,0,0
"2020/08/09 13:58",88,88,1434,1434,50,50,2295,2295,0,0
"2020/08/09 13:59",31,31,1387,1387,50,50,953,953,0,0
"2020/08/09 14:00",88,88,1970,1970,50,50,3059,3059,0,0
"2020/08/09 14:01",31,31,1666,1666,50,50,5377,5377,0,0
"2020/08/09 14:02",63,63,1436,1436,50,50,5004,5004,0,0
"2020/08/09 14:03",58,58,2039,2039,50,50,954,954,0,0
"2020/08/09 14:04",31,31,1431,1431,50,50,604,604,0,0
"2020/08/09 14:05",88,88,1666,1666,50,50,980,980,0,0
"2020/08/09 14:06",31,31,1709,1709,50,50,5002,5002,0,0
"2020/08/09 14:07",88,88,1383,1383,50,50,5357,5357,0,0
"2020/08/09 14:08",31,31,1469,1469,50,50,600,600,0,0
"2020/08/09 14:09",63,63,2038,2038,50,50,963,963,0,0
"2020/08/09 14:10",63,63,3643,3643,50,50,594,594,0,0
"2020/08/09 14:11",63,63,1659,1659,50,50,11669,11669,0,0
"2020/08/09 14:12",63,63,3361,3361,62,62,7800,7800,0,0
"2020/08/09 14:13",63,63,1376,1376,50,50,952,952,0,0
"2020/08/09 14:14",63,63,1420,1420,50,50,587,587,0,0
"2020/08/09 14:15",63,63,1665,1665,50,50,950,950,0,0
"2020/08/09 14:16",31,31,1714,1714,50,50,3997,3997,0,0
"2020/08/09 14:17",88,88,1387,1387,50,50,6366,6366,0,0
"2020/08/09 14:18",31,31,1435,1435,50,50,4232,4232,0,0
"2020/08/09 14:19",88,88,1377,1377,50,50,950,950,0,0
"2020/08/09 14:20",31,31,1711,1711,50,50,592,592,0,0
"2020/08/09 14:21",88,88,1421,1421,50,50,943,943,0,0
"2020/08/09 14:22",31,31,1698,1698,50,50,9427,9427,0,0
"2020/08/09 14:23",63,63,1380,1380,50,50,955,955,0,0
"2020/08/09 14:24",63,63,1433,1433,50,50,591,591,0,0
"2020/08/09 14:25",63,63,1664,1664,50,50,982,982,0,0
"2020/08/09 14:26",63,63,1710,1710,50,50,591,591,0,0
"2020/08/09 14:27",63,63,1391,1391,50,50,9778,9778,0,0
"2020/08/09 14:28",63,63,1432,1432,50,50,598,598,0,0
"2020/08/09 14:29",63,63,1378,1378,50,50,946,946,0,0
"2020/08/09 14:30",31,31,3627,3627,50,50,609,609,0,0
"2020/08/09 14:31",88,88,1672,1672,50,50,4583,4583,0,0
"2020/08/09 14:32",32,32,3333,3333,50,50,9419,9419,0,0
"2020/08/09 14:33",88,88,2063,2063,62,62,951,951,0,0
"2020/08/09 14:34",31,31,1399,1399,50,50,606,606,0,0
"2020/08/09 14:35",88,88,1688,1688,50,50,965,965,0,0
"2020/08/09 14:36",31,31,524,524,50,50,589,589,0,0
"2020/08/09 14:37",31,31,2572,2572,50,50,9780,9780,0,0
"2020/08/09 14:38",88,88,238,238,50,50,4230,4230,0,0
"2020/08/09 14:39",31,31,3215,3215,50,50,945,945,0,0
"2020/08/09 14:40",88,88,529,529,50,50,594,594,0,0
"2020/08/09 14:41",31,31,2585,2585,50,50,3682,3682,0,0
"2020/08/09 14:42",88,88,59954,59954,50,50,11635,11635,0,0
"2020/08/09 14:43",31,31,12642,12642,50,50,1478,1478,0,0
"2020/08/09 14:44",63,63,254,254,50,50,569,569,0,0
"2020/08/09 14:45",63,63,2854,2854,50,50,973,973,0,0
"2020/08/09 14:46",63,63,463,463,50,50,571,571,0,0
"2020/08/09 14:47",63,63,2655,2655,50,50,9742,9742,0,0
"2020/08/09 14:48",63,63,262,262,50,50,624,624,0,0
"2020/08/09 14:49",63,63,2560,2560,50,50,979,979,0,0
"2020/08/09 14:50",75,75,2452,2452,50,50,566,566,0,0
"2020/08/09 14:51",31,31,2559,2559,50,50,4601,4601,0,0
"2020/08/09 14:52",100,100,2456,2456,50,50,8431,8431,0,0
"2020/08/09 14:53",31,31,2575,2575,50,50,1982,1982,0,0
"2020/08/09 14:54",88,88,835,835,50,50,567,567,0,0
"2020/08/09 14:55",31,31,2847,2847,50,50,977,977,0,0
"2020/08/09 14:56",88,88,234,234,50,50,564,564,0,0
"2020/08/09 14:57",31,31,2856,2856,50,50,5382,5382,0,0
"2020/08/09 14:58",63,63,235,235,50,50,8611,8611,0,0
"2020/08/09 14:59",63,63,2561,2561,50,50,975,975,0,0
"2020/08/09 15:00",63,63,782,782,50,50,1768,1768,0,0
"2020/08/09 15:01",63,63,2561,2561,50,50,2288,2288,0,0
"2020/08/09 15:02",63,63,534,534,50,50,4982,4982,0,0
"2020/08/09 15:03",63,63,3414,3414,50,50,5387,5387,0,0
"2020/08/09 15:04",63,63,237,237,50,50,573,573,0,0
"2020/08/09 15:05",31,31,2854,2854,50,50,996,996,0,0
"2020/08/09 15:06",67,67,240,240,50,50,562,562,0,0
"2020/08/09 15:07",53,53,2865,2865,50,50,5387,5387,0,0
"2020/08/09 15:08",63,63,242,242,50,50,4978,4978,0,0
"2020/08/09 15:09",63,63,3404,3404,50,50,974,974,0,0
"2020/08/09 15:10",63,63,2445,2445,50,50,568,568,0,0
"2020/08/09 15:11",63,63,2559,2559,50,50,7351,7351,0,0
"2020/08/09 15:12",31,31,2484,2484,50,50,4912,4912,0,0
"2020/08/09 15:13",88,88,2556,2556,50,50,8220,8220,0,0
"2020/08/09 15:14",31,31,239,239,50,50,564,564,0,0
"2020/08/09 15:15",88,88,2845,2845,50,50,971,971,0,0
"2020/08/09 15:16",31,31,236,236,50,50,571,571,0,0
"2020/08/09 15:17",88,88,2855,2855,50,50,4462,4462,0,0
